Geneid	Length	180300_sort.bam	180301_sort.bam	180302_sort.bam	180306_sort.bam	180307_sort.bam	180308_sort.bam	180309_sort.bam	180310_sort.bam	180311_sort.bam	180315_sort.bam	180316_sort.bam	180317_sort.bam
TrA0381C	2307	0	3	7	4	2	6	2	0	3	0	2	3
TrA0382C	5289	4218	4483	3950	3493	4531	4742	6126	4163	3904	3927	4179	4765
TrA0383W	444	289	254	354	235	302	356	382	293	363	234	236	299
TrA0384W	722	4	0	0	0	4	0	0	1	3	0	1	1
TrA0385C	633	2	7	3	5	6	9	13	13	16	10	20	21
TrA0386W	1026	246	132	230	183	217	212	289	208	252	234	261	246
TrA0387C	813	1416	1434	1375	1244	1420	1591	1804	1342	1208	1548	1507	1834
TrA0388C	1602	2441	2183	2109	1933	2331	2357	2683	2075	1929	2236	2142	2746
TrA0389W	3903	2567	1842	2808	1951	2602	2662	2064	1804	1530	1747	1718	1828
TrA0390C	1335	124	69	87	77	111	97	326	261	257	275	281	356
TrA0391C	576	1617	577	1437	534	852	1027	48	102	60	105	109	74
TrA0392C	936	312	285	427	245	333	326	325	324	261	223	230	369
TrA0393W	203	1	0	0	0	1	2	0	0	0	0	0	0
TrA0394C	2265	2633	2037	2687	1882	2499	2542	2760	2382	2072	2224	2188	2465
TrA0395W	3651	1374	1589	1204	911	1483	1562	657	786	549	950	841	794
TrA0396W	1167	6	7	10	11	11	7	3	2	3	4	9	0
TrA0397C	1131	204	182	221	183	252	236	396	315	268	253	229	336
TrA0398W	333	68	49	41	56	92	78	122	143	94	152	136	116
TrA0399C	1740	316	312	281	265	269	277	190	134	127	140	92	153
TrA0400W	1650	3687	4952	3243	3325	3795	4166	5321	3450	3536	3508	3731	4231
TrA0401C	1125	648	436	685	475	654	690	987	749	750	873	843	901
TrA0402W	621	1233	1382	992	956	1262	1227	1218	1008	919	1060	946	1316
TrA0403W	1359	602	869	678	613	759	696	887	1016	604	1395	1316	1077
TrA0404W	372	315	176	286	310	268	237	177	219	129	285	247	251
TrA0405C	1068	591	298	561	400	545	541	624	582	487	574	564	680
TrA0406W	1212	275	190	280	241	273	238	397	239	342	291	286	355
TrA0407C	987	120	88	127	88	122	117	103	121	106	100	102	108
TrA0408C	1989	677	378	614	506	613	640	627	443	430	449	412	464
TrA0409W	4830	2878	1985	3071	2049	3013	2648	2763	2741	2141	2419	2344	2859
TrA0410W	675	831	742	692	639	829	979	1820	1288	1380	1144	1489	1538
TrA0411W	2664	1385	1222	1408	1197	1422	1410	1467	1653	1093	1520	1330	1727
TrA0412W	1122	3028	6293	2251	2835	3181	3574	2394	4143	2269	4603	4146	2868
TrA0413W	735	2661	1982	3216	2208	3444	2938	2277	2102	1821	2353	2034	2506
TrA0414C	1446	224	188	232	218	252	264	539	461	393	441	447	648
TrA0415C	1254	1503	805	1606	1144	1473	1627	1063	953	892	1030	1038	1229
TrA0416W	750	41	9	33	22	32	25	49	55	32	55	51	55
TrA0417W	948	167	118	168	160	203	203	272	160	165	246	217	297
TrA0418C	7869	777	3863	584	1440	1357	2112	659	460	448	474	509	534
TrA0419C	720	1	11	1	10	7	9	0	1	0	0	0	0
TrA0420W	459	80	287	14	141	156	88	2	0	1	3	10	6
TrA0421C	1470	134	463	30	278	194	288	0	5	0	11	6	3
TrA0422W	942	62	335	5	105	182	176	0	0	0	0	3	0
TrA0423W	312	0	2	1	0	0	2	0	0	0	1	0	4
TrA0424C	450	15	25	22	14	26	21	31	37	23	23	23	27
TrA0425W	1638	522	1737	452	687	631	530	559	439	412	386	486	516
TrA0426W	864	2731	1924	2424	1572	2352	2595	2220	1818	1823	1666	1655	1573
TrA0427C	696	94	150	127	90	94	101	456	256	281	267	263	321
TrA0428W	1269	259	151	341	177	403	368	548	542	404	538	545	655
TrA0429W	2100	2719	2064	2744	1946	3126	3209	3253	2725	2556	3186	3144	3545
TrA0430C	1485	7386	2490	7605	5716	4467	4646	3535	3202	3098	3002	2210	2836
TrA0431C	1902	3	8	3	14	9	6	16	22	15	582	384	507
TrA0432C	498	2	0	0	0	1	0	15	4	1	16	9	2
TrA0433C	867	13	3	14	14	21	30	71	69	38	65	76	101
TrA0434W	1459	937	2383	513	909	934	1557	910	923	767	1047	1050	911
TrA0435W	2286	8040	8705	5207	7676	5148	5580	892	1099	1081	1417	1017	983
TrA0436C	1705	418	252	518	349	580	521	438	430	318	460	447	558
TrA0437W	2262	262	201	294	156	271	295	155	82	127	142	105	119
TrA0438C	390	21	7	23	16	15	12	6	7	8	11	9	7
TrA0439W	753	22	14	30	13	27	21	14	14	8	6	6	8
TrA0440W	618	19	6	16	3	9	25	14	16	18	14	28	21
TrA0441C	1197	578	1518	409	560	508	600	964	479	600	492	531	693
TrA0442W	2217	827	670	732	800	788	878	1519	961	958	840	851	1121
TrA0443C	1473	1129	2038	834	697	521	1035	319	420	276	251	216	230
TrA0444C	1344	456	405	464	314	489	539	811	508	510	546	535	636
TrA0445C	1686	3	3	1	2	6	3	0	0	0	1	0	1
TrA0446C	1965	184	154	150	123	156	178	224	237	230	231	266	266
TrA0447C	1005	5	1	9	7	8	7	5	13	4	5	8	8
TrA0448C	1401	37	16	36	27	29	20	20	26	22	25	27	43
TrA0449C	885	501	365	518	412	591	560	451	410	392	545	534	699
TrA0450W	1560	1419	810	1826	1047	2111	1840	758	627	569	654	619	822
TrA0451W	4389	808	840	866	511	954	933	454	322	343	487	625	632
TrA0452C	2127	386	342	512	372	498	583	772	543	531	558	612	812
TrA0453C	1812	475	252	489	431	551	480	1284	676	659	640	646	1011
TrA0454W	441	3	0	2	1	1	1	2	1	0	0	3	1
TrA0455C	948	1869	2000	1642	1064	1505	1719	1834	1751	1371	1592	1502	1560
TrA0456W	2769	1459	1176	1359	860	1374	1286	1818	1394	1310	1386	1494	1671
TrA0457C	1521	2197	989	1991	1701	1585	1820	1497	955	1131	1105	1227	1298
TrA0458C	705	340	784	184	217	237	342	332	257	244	257	394	241
TrA0459C	369	8	1	5	3	2	5	6	4	3	8	6	1
TrA0460W	1161	2499	2970	2635	2502	5927	8859	4400	4660	3952	4615	4406	4335
TrA0461C	1845	272	325	360	266	356	390	725	535	464	527	516	602
TrA0462W	435	254	160	232	170	286	275	447	379	332	346	401	463
TrA0463C	1122	1354	3804	738	1275	1414	1726	2076	1698	1609	1500	1538	1404
TrA0464W	2670	1716	2225	1457	1387	1856	1971	2180	1597	1456	1692	1733	2085
TrA0465C	1554	359	198	375	315	312	356	521	313	352	330	361	416
TrA0466W	648	89	97	103	72	101	97	119	101	79	99	120	119
TrA0467W	360	57	69	58	53	61	52	93	83	53	66	61	77
TrA0468W	1170	449	212	864	141	376	355	215	142	140	94	75	107
TrA0469W	531	211	188	171	165	205	216	334	298	331	325	311	349
TrA0470C	1128	2673	2540	2873	2076	3924	3812	259	254	217	269	324	327
TrA0471C	1713	1075	1439	958	893	947	1196	1621	992	1089	1071	1035	1350
TrA0472C	636	1332	892	1230	1071	1145	1182	1098	1086	1015	1379	1284	1478
TrA0473W	1836	2661	2442	2320	2075	2902	2883	3359	3319	2618	4090	4133	3564
TrA0474C	1227	2	0	1	1	0	1	4	5	1	0	3	2
TrA0475C	1272	198	230	249	183	285	279	181	242	165	266	285	332
TrA0476W	945	165	76	178	124	129	108	278	229	261	211	229	254
TrA0477C	582	197	147	178	188	206	253	254	226	260	322	206	338
TrA0478W	1500	1645	1233	1435	1131	1731	1722	1421	1526	1276	1394	1406	1722
TrA0479W	2361	811	808	909	680	898	822	1144	752	708	725	608	818
TrA0480C	1176	3879	2583	3521	2501	2920	3033	1987	1819	1691	1333	1196	1143
TrA0481C	2184	846	1035	856	823	901	884	775	735	604	674	649	906
TrA0482W	1080	65	95	90	53	69	57	129	146	85	124	126	162
TrA0483W	822	286	266	181	355	207	197	468	336	320	426	442	570
TrA0484W	1674	2745	2038	2670	2371	2882	2907	2747	2176	1905	2301	2278	2938
TrA0485W	1119	654	593	579	1074	687	597	95	116	63	294	220	292
TrA0486W	345	0	0	0	1	2	1	0	0	0	0	0	0
TrA0487W	1752	15	29	88	28	187	109	17	8	8	12	10	21
TrA0488W	1383	2560	2070	2188	1891	2342	2434	2373	1837	1701	1876	1827	2170
TrA0489W	1809	2310	1740	2906	1857	3340	2986	2657	3293	2334	3138	2982	3268
TrA0490C	354	528	450	553	497	543	609	660	593	548	704	651	831
TrA0491W	1440	950	742	882	886	960	1113	1620	1317	1185	1263	1225	1655
TrA0492W	4020	6274	6300	5039	3651	3886	4545	1878	1383	1143	1543	1547	1613
TrA0493W	1995	511	331	476	468	578	535	725	493	397	445	446	648
TrA0494C	1176	242	191	275	204	259	288	314	303	243	301	313	339
TrA0495W	984	401	315	419	411	566	534	555	626	479	521	556	631
TrA0496W	2667	809	439	780	564	658	709	440	470	453	478	460	537
TrA0497C	1044	2099	1625	1472	2046	1551	1552	4480	2976	3083	3620	3474	4486
TrA0498W	1983	592	389	540	471	589	549	628	457	451	558	531	630
TrA0499C	1497	338	80	53	136	60	47	16	54	30	313	122	20
TrA0500C	285	1	1	13	6	7	9	4	2	3	0	0	0
TrA0501W	504	2111	4781	888	2646	2078	2701	26466	16075	21036	17416	22702	24287
TrA0502C	3087	1537	1171	1689	1247	1775	1711	1772	1748	1411	1487	1587	2015
TrA0503W	354	0	0	0	0	0	0	0	0	0	0	0	0
TrA0504W	2166	1069	637	1001	915	1211	1093	2110	1216	1229	1261	1218	1792
TrA0505W	654	234	219	203	264	232	261	46	38	37	88	67	124
TrA0506C	2355	2401	1959	2225	1701	2369	2372	3447	2414	2475	2168	2264	2828
TrA0507W	666	179	281	133	143	183	142	179	185	112	140	163	181
TrA0508C	651	85	138	104	63	106	58	119	102	79	90	97	99
TrA0509W	2151	520	349	620	404	495	468	992	669	726	614	571	767
TrA0510W	2154	46	20	46	42	46	90	112	69	87	87	104	105
TrA0511C	3519	1661	949	1710	983	1422	1444	3274	2119	2376	1750	2069	2434
TrA0512C	264	4	1	3	0	2	0	1	0	0	0	0	1
TrA0513W	240	0	0	0	0	0	0	0	0	0	0	0	0
TrA0514W	789	108	34	85	42	119	109	326	206	231	148	216	245
TrA0515W	1400	29	24	53	12	25	33	77	72	86	53	72	91
TrA0516C	1920	847	535	847	698	803	798	1360	913	856	828	879	1093
TrA0517W	660	1492	857	1377	1385	1231	1350	1274	1029	1018	1174	1185	1417
TrA0518C	1362	4438	4160	3425	3082	3818	4047	5164	3726	3769	3746	3578	4364
TrA0519W	1038	4604	3192	5091	3217	4889	4772	627	776	589	917	861	969
TrA0520W	1089	170	201	157	100	185	200	111	125	97	195	185	157
TrA0521C	684	1015	1013	1208	1046	1208	1195	1702	1230	1017	1382	1473	1617
TrA0522C	1029	238	141	198	179	195	213	280	224	228	290	293	389
TrA0523W	907	228	146	193	215	225	213	162	145	161	212	221	205
TrA0524W	2700	5112	2712	4710	3301	3781	4702	3755	2889	3108	2496	2568	2506
TrA0525W	1587	339	226	314	251	276	263	931	622	733	589	494	755
TrA0526W	4914	144	68	135	59	299	405	58	36	29	57	48	47
TrA0527W	228	0	0	0	0	0	0	0	0	0	0	0	0
TrA0528C	2772	7771	14894	6036	7560	8656	10621	6431	5715	4946	6214	6488	6987
TrA0529C	299	2	3	0	3	0	1	3	1	1	0	0	0
TrA0530C	243	0	0	0	0	0	1	0	0	4	0	1	2
TrA0531C	270	0	0	2	0	2	2	0	1	0	1	0	0
TrA0532W	789	0	0	0	0	1	0	0	0	0	0	0	0
TrA0533C	591	91	81	118	59	109	103	231	146	142	150	189	158
TrA0534W	1476	899	640	983	687	1058	1297	784	607	467	633	603	595
TrA0535C	816	512	269	548	370	505	508	189	209	155	188	166	238
TrA0536C	1170	215	169	162	177	216	230	717	630	457	1242	1187	791
TrA0537C	507	16	45	10	38	38	75	93	155	90	402	437	181
TrA0538C	3933	1131	741	1108	593	1210	1124	34	45	21	59	41	52
TrA0539W	357	7	4	15	1	3	9	0	0	0	0	0	0
TrA0540W	3684	1363	1093	1478	1018	1556	1724	2010	1875	1415	1929	2019	2271
TrA0541W	969	194	260	199	149	173	160	186	156	155	184	154	139
TrA0542C	1725	578	543	562	649	595	521	646	579	521	664	525	624
TrA0543W	498	106	178	50	95	114	84	17	54	23	53	46	59
TrA0544C	1914	335	321	385	362	429	445	979	891	713	728	766	1019
TrA0545W	1170	302	306	333	301	392	477	573	374	322	393	380	463
TrA0546C	216	1559	4348	840	1562	1521	2342	1573	1012	1082	1253	1204	1299
TrA0547C	870	6	7	6	6	5	2	5	7	6	15	9	18
TrA0548W	390	0	7	0	2	4	1	1	0	0	0	0	0
TrA0549C	1146	1621	962	2020	1936	1915	1742	2020	2560	1829	2529	2274	2539
TrA0550W	2643	1696	1049	1686	1622	1785	1649	2624	1890	1763	1886	1881	2283
TrA0551W	2433	1935	1942	1729	1839	2239	2619	4478	2782	2813	3169	3123	4142
TrA0552C	2007	690	537	804	601	913	950	1124	1031	777	1013	1033	1200
TrA0553W	2364	1216	806	1154	939	1436	1297	1074	1077	900	1072	1135	1407
TrA0554W	261	121	61	122	95	108	116	252	179	197	146	157	237
TrA0555C	1512	31	41	42	33	33	42	8	10	5	3	5	21
TrA0556C	258	320	192	314	204	379	402	518	516	455	469	478	621
TrA0557C	1032	373	1650	282	554	490	583	398	443	229	491	544	475
TrA0558W	657	326	366	332	222	390	422	186	236	149	271	257	216
TrA0559C	1017	10	2	0	2	8	11	27	14	11	21	19	24
TrA0560C	5307	3876	3067	3449	3216	3697	3954	4289	3403	2982	3251	3290	3938
TrA0561C	366	52	32	55	22	53	64	74	85	70	97	82	84
TrA0562W	357	71	44	73	70	72	53	79	71	59	53	73	91
TrA0563C	1818	2963	2002	2305	2077	2478	2556	2132	1893	1638	2159	2264	2445
TrA0564W	2112	513	248	564	453	568	585	266	164	171	151	158	160
TrA0565C	3147	1873	2122	1722	1572	1768	1771	2184	1697	1629	1642	1700	1811
TrA0566W	456	96	108	163	157	146	141	171	118	96	90	109	142
TrA0567W	1797	970	527	1084	687	1112	1055	1180	953	851	712	793	907
TrA0568C	1083	385	332	312	300	365	348	677	403	450	450	407	533
TrA0569C	834	56	14	48	47	40	37	100	61	99	35	14	22
TrA0570C	750	1	3	4	3	0	0	0	1	1	0	0	3
TrA0571C	1554	795	533	831	651	733	491	74	73	75	154	81	161
TrA0572C	927	833	469	698	619	669	474	83	89	81	82	41	65
TrA0573W	1059	424	287	379	344	357	246	107	113	102	111	63	143
TrA0574W	1263	564	411	548	567	525	408	132	131	96	174	88	186
TrA0575C	981	15	75	17	47	29	15	9	12	7	17	18	26
TrA0576W	1209	80	295	96	95	146	198	56	74	30	30	36	35
TrA0577W	1437	1434	1008	1572	1185	1571	1512	1193	1133	924	1184	1125	1293
TrA0578C	1671	147	195	156	106	163	172	103	105	90	68	85	79
TrA0579W	1617	0	0	1	2	2	0	0	0	0	0	0	0
TrA0580W	1773	243	175	273	183	283	261	490	349	379	353	414	419
TrA0581C	318	3772	3889	3610	4574	4190	5341	4038	3998	4175	5845	5169	6999
TrA0582W	882	1048	635	1008	933	1070	1198	1401	1054	960	1205	1175	1344
TrA0583C	558	9	5	2	3	7	8	11	5	1	6	4	8
TrA0584C	468	2701	3178	2590	2194	2802	3282	3200	2334	2053	2199	2105	2364
TrA0585W	606	1239	1270	1392	646	2132	1787	213	202	156	178	156	187
TrA0586W	411	1514	998	1824	1240	2009	1758	1530	1808	1738	1498	1458	1557
TrA0587C	699	9	1	8	8	7	1	7	0	3	5	5	10
TrA0588C	1212	305	210	329	322	322	316	418	313	335	369	391	444
TrA0589C	1656	256	138	246	206	246	276	387	279	320	280	334	443
TrA0590W	4017	1203	845	1357	1184	1475	1333	2212	1605	1429	1507	1634	2086
TrA0591C	186	0	0	0	0	0	0	0	0	0	0	0	0
TrA0592W	1143	0	0	0	0	0	1	3	2	1	3	0	2
TrA0593W	561	0	0	0	0	1	0	0	1	0	0	0	1
TrA0594W	1461	1047	619	1004	777	1066	1029	818	883	744	896	781	996
TrA0595C	864	1899	719	1650	1175	1372	1539	2745	1896	2283	1500	1774	1738
TrA0596W	1236	864	334	741	621	552	771	1075	773	926	593	577	713
TrA0597W	2319	715	398	887	457	745	723	761	539	531	441	440	601
TrA0598W	2214	5021	4908	4242	3118	4437	4576	6479	4320	4649	4790	5347	5045
TrA0599C	1836	377	1052	173	290	232	455	129	118	90	232	233	144
TrA0600C	882	1346	1075	1909	841	1624	1918	1880	1405	1437	1235	1406	1346
TrA0601W	1296	3170	3498	3026	2150	2948	2768	2807	2074	2136	1848	1697	2523
TrA0602W	2010	173	65	179	99	178	176	247	210	156	213	213	231
TrA0603C	1542	3419	963	3921	1796	2329	2708	107	89	114	37	30	39
TrA0604C	822	17	6	13	14	12	27	6	9	9	8	7	7
TrA0605C	785	79	18	84	35	41	46	63	32	33	14	32	14
TrA0606W	264	0	0	0	0	0	0	0	0	0	0	0	0
TrA0607W	393	11	4	7	9	15	10	26	20	16	17	16	25
TrA0608W	517	33	7	48	17	23	23	32	25	24	22	24	26
TrA0609C	2283	4213	2018	4265	2542	4285	4351	2820	2472	2109	1833	1797	2166
TrA0610W	171	0	0	0	0	0	0	0	0	0	0	0	0
TrA0611W	204	370	204	655	152	548	471	79	108	84	25	28	18
TrA0612C	363	331	277	384	245	469	355	402	385	248	322	269	388
TrA0613W	1572	628	770	509	425	545	654	743	693	558	657	638	749
TrA0614W	537	28	23	24	21	31	30	45	56	35	33	35	60
TrA0615C	107	0	0	0	1	0	0	0	0	0	0	0	0
TrA0616C	1521	503	346	462	448	582	596	786	446	419	486	487	609
TrA0617C	897	2417	3050	2232	1727	2129	2505	2667	2225	2265	1965	2048	2326
TrA0618C	699	0	2	5	5	4	0	2	3	0	1	0	4
TrA0619W	1224	125	65	154	109	115	89	348	226	261	145	144	193
TrA0620C	1977	32	31	16	23	38	27	10	10	3	14	11	13
TrA0621C	2229	346	323	448	354	443	473	834	665	525	518	598	733
TrA0622W	553	1	0	0	4	0	0	0	4	0	2	2	3
TrA0623W	561	744	338	654	495	560	645	763	633	678	645	640	715
TrA0624W	768	19	10	18	31	16	22	27	20	13	20	16	17
TrA0625C	2529	661	252	676	438	814	722	1510	1062	1026	725	786	1048
TrA0626W	3276	1166	423	1277	648	1641	1277	2752	2032	2065	1195	1337	1635
TrA0627C	651	10136	10235	6759	5567	6533	7957	7221	7344	5773	10218	8814	5701
TrA0628C	768	379	360	342	304	361	385	502	449	372	501	421	542
TrA0629W	2064	925	515	921	872	1143	1073	1109	872	728	741	764	1043
TrA0630W	777	6	7	19	5	14	37	8	7	6	5	9	0
TrA0631C	2127	3708	6709	2170	3110	3163	4721	52	49	26	47	50	80
TrA0632C	519	0	0	1	0	0	0	0	0	0	0	0	0
TrA0633C	1065	73	35	43	51	63	44	73	93	62	68	51	79
TrA0634C	1047	53	32	91	71	72	65	131	89	92	72	58	114
TrA0635C	2364	3006	4675	2444	2797	2651	2915	3555	2470	2182	2590	2644	3087
TrA0636C	2373	1722	1553	1479	1322	1441	1384	452	346	329	398	332	455
TrA0637W	1635	9227	9118	5574	8858	7271	6938	6920	5972	5884	6907	6536	8306
TrA0638W	3954	1202	718	1220	1122	1300	1241	2235	1174	1103	1347	1156	1604
TrA0639W	777	159	88	213	134	162	108	144	139	97	48	71	48
TrA0640C	2043	243	155	258	200	266	286	316	288	257	261	255	331
TrA0641C	819	218	247	208	210	281	182	130	223	115	218	202	237
TrA0642W	1842	2407	1825	2177	1949	2438	2644	2787	2190	2057	2468	2378	2881
TrA0643C	1008	2127	1534	1935	1552	1901	1949	959	1059	777	1071	906	983
TrA0644W	885	583	471	586	428	510	560	1019	664	843	651	682	898
TrA0645W	234	5	3	0	0	1	0	0	2	0	0	0	0
TrA0646W	1713	3188	3099	2601	2319	2973	2684	2488	1747	1552	1410	1532	1578
TrA0647W	1095	234	494	237	179	320	450	381	354	287	323	304	353
TrA0648C	852	9370	6039	6350	7561	7523	7501	9911	8170	8769	10296	9422	11425
TrA0649C	1722	2495	4202	1610	2894	2068	2389	4056	2711	2720	3193	2945	4228
TrA0650C	474	432	387	361	338	413	464	747	437	537	499	548	633
TrA0651W	1113	674	528	686	469	680	730	705	645	525	734	680	756
TrA0652C	654	195	244	213	207	226	217	328	239	242	292	289	295
TrA0653W	1833	952	2303	647	900	1012	1122	1736	1121	1162	1344	1318	1553
TrA0654C	90	1	0	0	0	0	0	0	0	0	0	0	0
TrA0655C	4032	37	23	46	40	90	82	100	104	75	87	83	115
TrA0656C	1254	598	389	731	581	864	939	815	691	647	811	669	853
TrA0657W	1449	286	184	304	289	418	486	560	495	393	539	563	595
TrA0658W	2649	4759	5255	5829	3891	7783	8069	5105	3952	3520	7085	6676	5017
TrA0659W	1380	563	1562	404	436	502	566	141	165	156	127	138	115
TrA0660C	1815	1193	914	1253	1025	1214	1282	2383	1441	1569	1288	1294	1834
TrA0661W	732	299	283	238	206	244	260	409	414	299	387	370	424
TrA0662C	5139	3097	4593	2961	2944	3455	3736	6262	3975	3677	3782	3796	4677
TrA0663W	1788	1664	1513	1035	1454	1092	1086	1602	999	1041	1271	1445	1477
TrA0664C	444	3300	2209	2841	2491	3705	3175	4123	3460	2928	3236	3448	4206
TrA0665W	549	690	301	614	660	503	545	299	258	224	228	229	211
TrA0666W	1221	1387	2748	1449	1139	1370	1615	1401	1109	885	1125	1101	1247
TrA0667C	1425	10	7	8	14	8	7	26	16	13	4	10	16
TrA0668W	750	17322	12009	16280	13012	14992	15110	12285	9866	9331	10915	10379	12710
TrA0669W	201	947	376	972	465	912	738	883	744	815	822	771	848
TrA0670C	492	325	384	330	222	305	359	388	260	240	280	283	365
TrA0671C	3984	2138	1547	2253	1794	2452	2421	2389	2254	1743	2231	2328	2752
TrA0672W	1779	1499	1619	1589	1459	1771	1817	1828	1675	1262	1654	1714	1973
TrA0673W	1068	1523	3792	493	1862	1002	1508	2191	1192	1374	1199	1034	1486
TrA0674W	1248	1138	4465	629	1518	1110	1931	219	213	182	250	248	214
TrA0675W	1509	40986	22462	36211	30849	29254	27960	23138	18980	17902	20039	18981	22932
TrA0676C	330	735	1429	690	790	819	808	734	767	534	750	753	912
TrA0677W	816	161	850	102	258	226	265	128	147	99	203	316	156
TrA0678W	2217	6444	7499	5630	5698	5687	5450	7250	5717	5078	6025	5773	7519
TrA0679W	289	1	0	0	0	2	0	0	4	3	3	2	1
TrA0680C	340	22	4	30	13	18	17	21	45	19	14	19	22
TrA0681C	192	1	0	0	0	1	1	0	2	2	0	0	0
TrA0682W	1578	1931	1439	2015	1415	2306	2225	2143	1617	1453	1656	1645	1870
TrA0683C	308	2	7	0	1	2	3	1	0	1	4	4	4
TrA0684C	162	111	343	208	231	124	113	39	38	9	25	31	39
TrA0685C	1677	15249	19344	10340	15211	11019	11540	1613	1970	1478	2784	2282	2547
TrA0686C	621	7	6	6	1	1	2	0	3	3	0	1	1
TrA0687W	2835	633	1046	455	607	606	644	1361	763	836	894	891	1310
TrA0688C	1740	2843	3443	2725	2313	2840	3266	6125	4339	5144	4747	4581	4890
TrA0689C	1371	526	279	418	457	439	492	570	552	456	571	529	683
TrA0690W	948	27	22	17	27	31	47	20	33	23	52	50	44
TrA0691C	987	1870	1327	1461	1354	1469	1438	1339	1156	1059	1086	1072	1168
TrA0692W	2535	1051	911	1070	846	1173	1045	1075	914	795	908	825	1012
TrA0693C	1257	71	63	101	70	61	104	112	124	112	107	132	185
TrA0694C	609	62	42	57	62	63	109	109	144	94	114	102	125
TrA0695C	2184	552	204	809	243	563	462	662	429	435	202	150	246
TrA0696C	903	238	131	247	135	178	193	90	76	58	102	60	93
TrA0697W	375	70	35	61	48	63	65	83	90	72	90	73	65
TrA0698W	2172	169	159	220	158	238	198	353	288	203	221	226	304
TrA0699C	1422	819	531	692	755	880	817	1023	624	636	713	721	964
TrA0700W	1266	510	372	468	470	459	518	423	364	298	388	388	519
TrA0701W	291	40	31	38	31	66	47	142	130	61	107	112	132
TrA0702C	1722	239	154	281	188	294	262	524	661	413	868	777	728
TrA0703W	1080	1047	1375	902	778	1093	1413	1012	1125	1026	1542	1480	1343
TrA0704W	4878	5800	9792	4957	4825	6532	7295	6523	6801	4965	7601	7771	7871
TrA0705C	1689	591	339	562	456	589	570	677	521	475	571	533	579
TrA0706C	162	149	68	165	90	188	131	158	91	79	96	91	108
TrA0707C	2190	1880	1148	2181	1459	2206	2123	2232	1429	1425	1420	1465	1660
TrA0708C	1146	2826	3445	2493	2677	4182	4864	1667	2033	1311	2714	2771	1930
TrA0709W	534	395	339	325	378	385	422	605	407	410	511	504	661
TrA0710C	579	730	461	906	498	787	684	683	846	639	918	717	1087
TrA0711C	1131	1700	1375	1803	1541	1573	1614	1189	1134	873	1014	917	1216
TrA0712C	156	80	52	75	56	79	57	104	79	56	73	75	73
TrA0713C	427	0	0	0	0	0	0	0	0	0	0	0	0
TrA0714C	852	1150	815	1220	933	1192	1045	732	897	709	841	831	965
TrA0715C	1371	988	568	917	792	963	1045	1235	841	751	931	996	1215
TrA0716C	1944	935	911	976	855	1143	1077	1189	1156	931	1182	1246	1368
TrA0717C	375	449	1778	133	580	301	388	285	549	273	1125	758	685
TrA0718C	960	448	423	411	432	513	614	385	776	460	700	607	549
TrA0719W	321	84	183	38	59	70	55	46	60	46	88	81	34
TrA0720C	825	412	363	580	323	508	480	526	546	390	616	501	625
TrA0721C	513	423	290	380	325	437	455	605	440	409	407	418	507
TrA0722W	573	384	362	356	327	459	344	705	622	519	553	649	665
TrA0723C	1308	0	0	0	0	0	0	0	2	0	0	0	0
TrA0724W	263	0	0	0	0	2	0	0	0	3	0	0	0
TrA0725W	3537	5176	4639	3508	5969	4702	4981	14857	9291	9725	11039	10435	15472
TrA0726W	378	6	10	12	4	31	16	2	3	5	1	10	1
TrA0727W	3669	15	14	10	47	39	26	13	28	16	335	317	131
TrA0728C	975	5	1	4	3	1	1	0	1	0	0	0	1
TrA0729C	1992	1781	2378	1627	1557	2095	2254	1604	1624	1234	1549	1578	1739
TrA0730W	672	621	470	687	592	528	597	684	558	476	615	571	702
TrA0731C	459	2713	693	3275	1368	1722	2060	1009	661	964	462	496	552
TrA0732W	252	0	0	0	0	0	0	2	1	2	0	0	0
TrA0733C	381	1	0	8	1	4	2	5	7	12	5	12	2
TrA0734W	331	16	4	29	11	10	17	65	40	61	17	29	26
TrA0735C	2163	326	177	455	363	406	386	394	274	241	216	248	341
TrA0736C	1569	2303	1704	2045	1952	2151	2395	2363	1919	1452	1829	1886	2140
TrA0737C	249	247	252	271	300	251	299	345	228	189	196	178	293
TrA0738C	6600	7639	5014	7311	6021	7841	7180	9904	7337	6574	7263	7294	9458
TrA0739W	1536	361	307	399	350	431	405	472	530	356	520	504	564
TrA0740C	1056	329	175	301	288	319	329	522	336	323	384	357	525
TrA0741W	1305	719	385	812	470	840	718	816	909	607	769	781	813
TrA0742C	852	195	348	168	130	201	256	189	166	153	209	199	189
TrA0743W	358	0	0	1	3	0	0	1	0	0	0	1	0
TrA0744W	366	38	46	73	41	102	128	103	63	65	62	53	96
TrA0745W	1554	137	126	180	109	280	313	698	782	539	658	729	735
TrA0746W	3450	2953	2160	2908	2403	2994	2947	3026	2549	2218	2287	2412	2988
TrA0747C	1119	706	608	685	656	714	881	771	561	621	657	757	788
TrA0748W	1425	231	143	191	151	207	223	293	189	183	248	254	255
TrA0749C	957	1479	1142	1337	1173	1387	1395	765	1060	802	1210	1141	1125
TrA0750W	786	2559	1694	2173	2258	2323	2637	1697	1633	1398	1753	1746	2062
TrA0751C	2103	27540	12422	25897	18041	25017	25176	23740	19702	19186	19487	18011	21479
TrA0752W	462	33	0	69	5	14	13	499	222	337	27	58	45
TrA0753C	1176	1626	1287	1785	1509	1602	1600	1202	1235	867	1115	997	1325
